index,customer_id,gender,region,city,account_status,closed_date,last_login_at,total_marketings,total_mi_opened,total_mi_clicked,total_mi_converted,total_orders,count_order_completed,avg_order_amount,total_payments,count_payment_failed,avg_payment_amount,total_tickets,avg_ticket_resolution,avg_csat_score,count_null_csat_score,total_usages,avg_session_duration,total_subscriptions,current_auto_renew,current_sub_plan,current_sub_status,age,customer_tenure
2539,2540,M,Mien Nam,Bien Hoa,Active,,2026-06-10 12:21:00,,,,,8.0,8.0,812375.0,8.0,1.0,753250.0,1.0,2.9,4.0,0.0,,,1.0,True,Plus,Active,34.8,2.2
2540,2541,F,Mien Trung,Quy Nhon,Active,,2024-10-15 07:38:00,,,,,,,,,,,,,,,,,1.0,True,Free,Active,29.3,2.3
2541,2542,F,Mien Nam,Vung Tau,Active,,2026-06-01 04:04:00,4.0,3.0,0.0,0.0,,,,,,,,,,,10.0,847.8,1.0,False,Premium,Expired,39.3,2.2
2544,2545,F,Mien Trung,Nha Trang,Active,,2026-07-25 00:27:00,1.0,0.0,0.0,0.0,2.0,0.0,2.669e+06,2.0,0.0,99000.0,1.0,11.4,,1.0,,,1.0,True,Plus,Active,42.7,1.6
2545,2546,F,Mien Trung,Hue,Active,,2026-07-26 23:07:00,3.0,1.0,1.0,0.0,3.0,2.0,1.3866666e+06,4.0,0.0,1.66625e+06,,,,,,,1.0,True,Free,Active,62.6,1.8
2546,2547,F,Mien Bac,Hai Phong,Active,,2026-03-05 18:50:00,5.0,2.0,0.0,0.0,2.0,2.0,182000.0,2.0,1.0,182000.0,,,,,30.0,839.5,1.0,False,Plus,Expired,40.0,0.5
2547,2548,F,Mien Nam,Can Tho,Active,,2026-07-16 17:33:00,1.0,1.0,0.0,0.0,2.0,2.0,1.168e+06,5.0,2.0,800400.0,,,,,,,1.0,True,Premium,Active,34.3,1.0
2548,2549,F,Mien Nam,Bien Hoa,Active,,2026-07-15 00:18:00,4.0,1.0,1.0,0.0,7.0,7.0,1.35e+06,5.0,0.0,1.033e+06,,,,,,,2.0,True,Premium,Active,52.9,0.1
2549,2550,F,Mien Nam,Vung Tau,Active,,2026-07-26 05:35:00,1.0,1.0,0.0,0.0,3.0,3.0,825666.7,6.0,1.0,507500.0,,,,,,,1.0,True,Plus,Active,30.7,0.3
2550,2551,M,Mien Trung,Quy Nhon,Active,,2026-07-15 23:54:00,1.0,0.0,0.0,0.0,12.0,11.0,3.3635832e+06,13.0,3.0,3.0061538e+06,,,,,,,1.0,True,Free,Active,43.1,1.2
2551,2552,M,Mien Nam,Ho Chi Minh,Active,,2026-03-09 13:46:00,2.0,2.0,0.0,0.0,,,,,,,1.0,1.5,5.0,0.0,24.0,1060.0416666666667,1.0,False,Free,Expired,35.2,0.5
2553,2554,F,Mien Nam,Vung Tau,Active,,2026-06-26 06:32:00,2.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,19.7,1.5
2554,2555,F,Mien Bac,Nam Dinh,Active,,2026-07-29 23:52:00,1.0,0.0,0.0,0.0,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,46.4,0.4
2555,2556,M,Mien Bac,Quang Ninh,Active,,2026-07-28 15:12:00,2.0,0.0,0.0,0.0,,,,,,,1.0,4.5,4.0,0.0,,,1.0,True,Free,Active,20.6,0.6
2556,2557,F,Mien Trung,Da Nang,Active,,2026-07-23 07:21:00,2.0,2.0,0.0,0.0,,,,2.0,1.0,249000.0,,,,,,,1.0,True,Premium,Active,30.9,0.8
2557,2558,M,Mien Trung,Da Nang,Active,,2026-07-26 23:10:00,3.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,46.3,2.3
2558,2559,F,Mien Nam,Long Xuyen,Active,,2026-07-26 21:34:00,1.0,0.0,0.0,0.0,3.0,1.0,777333.3,3.0,0.0,302000.0,,,,,,,1.0,True,Plus,Active,37.9,1.2
2560,2561,F,Mien Nam,Can Tho,Active,,2026-07-02 05:48:00,2.0,0.0,0.0,0.0,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,23.3,2.1
2561,2562,M,Mien Bac,Nam Dinh,Active,,2026-07-29 00:24:00,4.0,0.0,0.0,0.0,4.0,3.0,1.95975e+06,6.0,0.0,1.2441666e+06,,,,,,,1.0,True,Premium,Active,36.0,1.2
2562,2563,F,Mien Trung,Vinh,Active,,2026-07-18 21:42:00,,,,,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,54.1,1.2
2563,2564,F,Mien Bac,Hai Phong,Active,,2026-01-08 17:55:00,4.0,2.0,0.0,0.0,1.0,1.0,1.027e+06,1.0,0.0,1.027e+06,1.0,2.5,5.0,0.0,25.0,924.92,1.0,False,Free,Expired,61.5,0.6
2564,2565,F,Mien Bac,Hai Phong,Active,,2026-07-27 13:15:00,2.0,2.0,0.0,0.0,2.0,2.0,962000.0,1.0,0.0,962000.0,1.0,4.7,4.0,0.0,,,1.0,True,Free,Active,44.6,2.0
2567,2568,F,Mien Nam,Ho Chi Minh,Active,,2026-03-05 14:30:00,4.0,2.0,2.0,0.0,3.0,2.0,2.1066668e+06,4.0,0.0,1.683e+06,1.0,2.0,2.0,0.0,27.0,1022.4444444444445,1.0,False,Free,Expired,62.4,0.3
2568,2569,M,Mien Trung,Da Nang,Active,,2026-01-31 22:15:00,1.0,0.0,0.0,0.0,1.0,1.0,2.004e+06,1.0,0.0,2.004e+06,1.0,33.9,,1.0,15.0,804.0,1.0,False,Free,Cancelled,34.2,2.3
2569,2570,M,Mien Nam,Long Xuyen,Active,,2026-07-27 21:11:00,3.0,3.0,1.0,0.0,2.0,2.0,154000.0,1.0,0.0,154000.0,,,,,,,1.0,True,Free,Active,58.0,1.3
2570,2571,M,Mien Trung,Vinh,Active,,2026-07-23 14:14:00,2.0,1.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,35.2,1.9
2571,2572,M,Mien Trung,Da Nang,Active,,2026-02-04 01:58:00,3.0,1.0,0.0,0.0,2.0,2.0,2.314e+06,1.0,0.0,2.314e+06,,,,,18.0,1028.388888888889,1.0,False,Premium,Cancelled,32.5,0.2
2572,2573,M,Mien Nam,Vung Tau,Active,,2026-07-29 18:59:00,2.0,1.0,0.0,0.0,1.0,1.0,3.587e+06,3.0,0.0,1.2616666e+06,1.0,9.1,4.0,0.0,,,1.0,True,Plus,Active,34.2,1.2
2574,2575,M,Mien Nam,Vung Tau,Active,,2026-06-28 20:53:00,1.0,1.0,1.0,0.0,,,,,,,2.0,17.0,3.0,0.0,,,1.0,True,Free,Active,42.6,1.8
2575,2576,F,Mien Trung,Quy Nhon,Active,,2025-11-03 18:12:00,,,,,1.0,1.0,3.91e+06,1.0,0.0,3.91e+06,,,,,,,1.0,False,Free,Cancelled,17.8,1.2
2576,2577,M,Mien Bac,Nam Dinh,Active,,2026-07-27 21:29:00,1.0,0.0,0.0,0.0,2.0,2.0,1.163e+06,1.0,0.0,1.163e+06,,,,,,,1.0,True,Free,Active,19.2,1.7
2577,2578,M,Mien Trung,Vinh,Active,,2026-06-17 17:05:00,2.0,1.0,1.0,0.0,6.0,6.0,4.7076665e+06,3.0,0.0,4.7076665e+06,,,,,1.0,713.0,1.0,False,Free,Expired,18.5,0.4
2583,2584,F,Mien Trung,Hue,Active,,2026-07-15 14:21:00,4.0,2.0,0.0,0.0,3.0,1.0,1.9566666e+06,6.0,2.0,1.0556666e+06,,,,,,,1.0,True,Free,Active,48.9,0.6
2584,2585,M,Mien Bac,Bac Ninh,Active,,2026-07-18 13:06:00,,,,,3.0,3.0,1.2276666e+06,3.0,1.0,1.2276666e+06,,,,,,,1.0,True,Free,Active,62.8,2.0
2585,2586,F,Mien Trung,Quy Nhon,Active,,2026-07-07 19:40:00,1.0,0.0,0.0,0.0,1.0,1.0,4.637e+06,1.0,0.0,4.637e+06,1.0,17.9,3.0,0.0,,,1.0,True,Free,Active,28.9,1.6
2586,2587,M,Mien Trung,Hue,Active,,2026-01-04 19:36:00,3.0,1.0,0.0,0.0,2.0,0.0,608000.0,3.0,1.0,608000.0,,,,,14.0,823.1428571428571,1.0,False,Plus,Cancelled,34.5,0.3
2587,2588,F,Mien Nam,Can Tho,Active,,2026-07-21 08:58:00,3.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,54.2,1.9
2588,2589,M,Mien Nam,Can Tho,Active,,2026-07-26 08:43:00,,,,,2.0,2.0,480000.0,3.0,0.0,326000.0,1.0,2.6,4.0,0.0,,,1.0,True,Premium,Active,48.8,0.9
2589,2590,M,Mien Nam,Vung Tau,Active,,2025-11-13 13:04:00,3.0,2.0,0.0,0.0,3.0,3.0,1.0473333e+06,3.0,0.0,1.0473333e+06,,,,,2.0,1412.5,1.0,False,Plus,Cancelled,30.7,1.2
2590,2591,M,Mien Nam,Bien Hoa,Active,,2026-07-27 22:51:00,5.0,2.0,1.0,0.0,3.0,2.0,1.4883334e+06,4.0,0.0,1.371e+06,,,,,,,1.0,True,Free,Active,22.6,0.4
2591,2592,F,Mien Nam,Bien Hoa,Active,,2026-07-17 13:11:00,,,,,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,50.5,1.7
2592,2593,F,Mien Bac,Hai Phong,Active,,2026-07-28 17:40:00,,,,,,,,2.0,0.0,249000.0,1.0,23.2,4.0,0.0,,,1.0,True,Plus,Active,42.3,1.4
2594,2595,M,Mien Bac,Hai Phong,Active,,2026-07-04 05:12:00,9.0,2.0,1.0,0.0,,,,1.0,0.0,99000.0,,,,,,,1.0,True,Free,Active,53.5,0.1
2595,2596,F,Mien Nam,Long Xuyen,Active,,2026-06-08 18:45:00,2.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,17.9,0.4
2596,2597,F,Mien Trung,Quy Nhon,Closed,2026-05-24,2026-05-24 16:47:00,1.0,0.0,0.0,0.0,8.0,3.0,1.90525e+06,6.0,0.0,1.9095e+06,,,,,24.0,872.4166666666666,1.0,False,Free,Cancelled,23.2,1.2
2597,2598,F,Mien Trung,Hue,Active,,2026-07-28 09:18:00,1.0,1.0,0.0,0.0,2.0,2.0,360000.0,1.0,0.0,360000.0,,,,,,,1.0,True,Free,Active,40.5,1.4
2598,2599,M,Mien Bac,Quang Ninh,Active,,2026-07-05 15:25:00,2.0,0.0,0.0,0.0,3.0,3.0,1.546e+06,5.0,0.0,1.2152e+06,,,,,,,1.0,True,Plus,Active,24.1,2.1
2599,2600,F,Mien Nam,Can Tho,Active,,2026-07-07 07:31:00,2.0,0.0,0.0,0.0,3.0,3.0,676333.3,3.0,1.0,574666.7,1.0,3.8,,1.0,,,1.0,True,Free,Active,50.7,1.5
2601,2602,F,Mien Bac,Quang Ninh,Active,,2025-03-06 18:53:00,,,,,,,,,,,,,,,,,,,,,24.2,1.6
2602,2603,F,Mien Bac,Quang Ninh,Active,,2026-07-22 18:07:00,,,,,,,,,,,,,,,,,1.0,True,Free,Active,41.2,0.0
2603,2604,M,Mien Nam,Can Tho,Active,,2026-07-11 07:13:00,1.0,1.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,2.0,True,Premium,Active,21.2,2.2
2604,2605,F,Mien Trung,Vinh,Active,,2026-07-28 19:04:00,4.0,1.0,0.0,0.0,1.0,1.0,1.374e+06,1.0,0.0,1.374e+06,,,,,,,1.0,True,Free,Active,36.1,0.3
2605,2606,F,Mien Nam,Vung Tau,Active,,2026-07-22 19:26:00,3.0,2.0,0.0,0.0,2.0,0.0,1.811e+06,4.0,1.0,1.65725e+06,,,,,,,1.0,True,Free,Active,43.2,2.0
2606,2607,F,Mien Nam,Long Xuyen,Active,,2026-07-07 13:26:00,4.0,1.0,0.0,0.0,1.0,1.0,493000.0,1.0,0.0,493000.0,,,,,,,1.0,True,Free,Active,20.6,0.5
2607,2608,F,Mien Nam,Can Tho,Active,,2026-07-26 09:40:00,4.0,2.0,0.0,0.0,4.0,4.0,2.985e+06,4.0,0.0,1.542e+06,,,,,,,1.0,True,Plus,Active,42.2,0.4
2608,2609,M,Mien Nam,Can Tho,Active,,2026-07-29 09:51:00,,,,,3.0,1.0,3.7113332e+06,3.0,0.0,223333.33,,,,,,,1.0,True,Plus,Active,55.4,0.9
2609,2610,M,Mien Nam,Vung Tau,Active,,2026-07-02 18:37:00,4.0,1.0,1.0,0.0,,,,,,,1.0,35.4,4.0,0.0,,,1.0,True,Free,Active,55.1,2.2
2610,2611,M,Mien Trung,Hue,Active,,2026-07-14 18:45:00,1.0,0.0,0.0,0.0,2.0,2.0,980000.0,1.0,0.0,980000.0,,,,,,,1.0,True,Free,Active,32.0,1.7
2611,2612,F,Mien Nam,Can Tho,Active,,2026-07-27 19:31:00,2.0,1.0,0.0,0.0,2.0,2.0,2.286e+06,1.0,0.0,2.286e+06,,,,,,,1.0,True,Free,Active,62.6,1.7
2612,2613,M,Mien Bac,Hai Phong,Active,,2026-05-20 09:11:00,4.0,0.0,0.0,0.0,2.0,2.0,1.383e+06,1.0,0.0,1.383e+06,1.0,5.4,3.0,0.0,17.0,955.5882352941177,1.0,False,Free,Expired,55.2,0.1
2613,2614,F,Mien Nam,Bien Hoa,Active,,2025-05-03 04:54:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,35.0,1.5
2615,2616,F,Mien Trung,Da Nang,Active,,2026-02-11 05:26:00,3.0,2.0,1.0,0.0,8.0,5.0,2.106e+06,8.0,0.0,2.029875e+06,1.0,14.6,4.0,0.0,32.0,1036.96875,1.0,False,Free,Expired,17.5,0.3
2616,2617,F,Mien Bac,Quang Ninh,Active,,2026-07-16 02:31:00,2.0,2.0,1.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,46.9,0.9
2617,2618,M,Mien Trung,Da Nang,Active,,2026-07-27 00:02:00,1.0,0.0,0.0,0.0,,,,,,,1.0,5.2,,1.0,,,1.0,True,Free,Active,55.0,1.7
2619,2620,M,Mien Nam,Long Xuyen,Active,,2026-06-24 10:27:00,1.0,0.0,0.0,0.0,1.0,1.0,4.278e+06,3.0,0.0,1.592e+06,,,,,,,1.0,True,Premium,Active,46.5,2.0
2620,2621,M,Mien Bac,Ha Noi,Active,,2026-05-10 18:25:00,1.0,0.0,0.0,0.0,1.0,1.0,2.815e+06,2.0,1.0,2.815e+06,,,,,14.0,1083.642857142857,1.0,True,Premium,Active,24.8,1.5
2622,2623,M,Mien Nam,Can Tho,Active,,2026-07-25 08:38:00,2.0,0.0,0.0,0.0,1.0,1.0,2.433e+06,4.0,1.0,1.266e+06,,,,,,,1.0,True,Plus,Active,31.4,1.4
2623,2624,F,Mien Trung,Da Nang,Active,,2026-07-26 18:35:00,2.0,1.0,0.0,0.0,6.0,6.0,939333.3,7.0,0.0,807857.1,,,,,,,1.0,True,Plus,Active,54.5,1.4
2625,2626,M,Mien Bac,Bac Ninh,Active,,2026-06-26 22:17:00,,,,,2.0,2.0,3.502e+06,1.0,0.0,3.502e+06,,,,,,,1.0,True,Free,Active,64.0,2.1
2626,2627,F,Mien Nam,Ho Chi Minh,Active,,2026-07-23 00:42:00,6.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,28.0,0.1
2627,2628,F,Mien Bac,Bac Ninh,Active,,2026-07-20 05:52:00,,,,,1.0,1.0,3.677e+06,1.0,0.0,3.677e+06,,,,,,,1.0,True,Free,Active,54.4,2.4
2628,2629,F,Mien Bac,Ha Noi,Closed,2026-07-16,2026-07-12 12:34:00,7.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,False,Plus,Cancelled,48.6,0.9
2630,2631,M,Mien Bac,Ha Noi,Active,,2025-05-17 15:25:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,51.3,1.1
2631,2632,F,Mien Nam,Can Tho,Active,,2026-07-13 00:25:00,3.0,1.0,0.0,0.0,,,,,,,1.0,14.7,4.0,0.0,,,1.0,True,Free,Active,36.8,0.7
2632,2633,F,Mien Bac,Bac Ninh,Active,,2026-07-26 20:22:00,2.0,1.0,0.0,0.0,2.0,2.0,5.808e+06,3.0,0.0,2.102e+06,1.0,6.2,,1.0,,,1.0,True,Premium,Active,49.1,0.3
2633,2634,M,Mien Bac,Nam Dinh,Active,,2026-07-26 11:01:00,4.0,2.0,0.0,0.0,,,,2.0,0.0,99000.0,1.0,9.9,3.0,0.0,,,1.0,True,Plus,Active,61.1,0.4
2634,2635,M,Mien Trung,Da Nang,Active,,2026-07-07 05:15:00,2.0,1.0,0.0,0.0,4.0,4.0,1.577e+06,2.0,0.0,1.577e+06,1.0,14.7,4.0,0.0,,,1.0,True,Free,Active,64.4,0.9
2635,2636,M,Mien Trung,Hue,Active,,2026-07-28 18:28:00,2.0,1.0,0.0,0.0,2.0,2.0,71000.0,1.0,0.0,71000.0,,,,,,,1.0,True,Free,Active,20.4,1.2
2636,2637,M,Mien Trung,Nha Trang,Closed,2025-10-16,2025-10-11 22:08:00,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,22.2,0.9
2637,2638,M,Mien Nam,Long Xuyen,Active,,2026-02-28 05:58:00,2.0,0.0,0.0,0.0,,,,,,,1.0,6.1,,1.0,35.0,916.4285714285714,1.0,False,Free,Cancelled,22.3,2.4
2638,2639,F,Mien Nam,Ho Chi Minh,Active,,2026-05-24 23:01:00,4.0,2.0,2.0,0.0,3.0,2.0,1.4536666e+06,3.0,0.0,2.3353332e+06,,,,,19.0,775.9473684210526,1.0,False,Premium,Expired,30.5,1.0
2639,2640,F,Mien Trung,Hue,Active,,2025-11-18 21:59:00,4.0,2.0,1.0,0.0,,,,,,,,,,,,,1.0,False,Free,Expired,20.7,0.7
2641,2642,M,Mien Bac,Hai Phong,Closed,2026-04-26,2026-04-22 20:26:00,1.0,0.0,0.0,0.0,3.0,1.0,158000.0,1.0,0.0,242000.0,,,,,28.0,887.6428571428571,1.0,False,Plus,Cancelled,41.7,1.1
2643,2644,F,Mien Nam,Bien Hoa,Active,,2026-07-20 23:35:00,,,,,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,60.8,2.2
2644,2645,F,Mien Bac,Hai Phong,Active,,2025-06-03 11:28:00,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,20.8,1.8
2645,2646,M,Mien Nam,Long Xuyen,Active,,2026-04-08 18:46:00,1.0,1.0,0.0,0.0,2.0,2.0,312000.0,1.0,0.0,312000.0,1.0,4.7,,1.0,,,1.0,True,Free,Active,30.8,1.7
2646,2647,M,Mien Bac,Quang Ninh,Active,,2026-07-28 13:12:00,1.0,1.0,1.0,0.0,2.0,2.0,1.452e+06,3.0,0.0,650000.0,,,,,,,1.0,True,Premium,Active,23.4,2.0
2647,2648,M,Mien Nam,Can Tho,Active,,2026-07-12 20:59:00,3.0,1.0,0.0,0.0,6.0,4.0,1.5845e+06,5.0,0.0,1.5812e+06,,,,,,,1.0,True,Free,Active,60.1,0.7
2648,2649,F,Mien Nam,Can Tho,Active,,2025-02-13 18:01:00,,,,,,,,,,,,,,,,,,,,,22.3,2.1
2649,2650,M,Mien Bac,Hai Phong,Active,,2026-07-18 19:26:00,1.0,0.0,0.0,0.0,2.0,0.0,1.59e+06,2.0,0.0,249000.0,1.0,3.8,,1.0,,,1.0,True,Premium,Active,33.0,1.6
2650,2651,M,Mien Trung,Hue,Active,,2026-07-29 10:22:00,,,,,4.0,4.0,229500.0,2.0,0.0,229500.0,,,,,,,1.0,True,Free,Active,40.7,2.4
2651,2652,F,Mien Nam,Long Xuyen,Active,,2026-07-11 14:41:00,4.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Plus,Active,50.8,0.3
2652,2653,F,Mien Trung,Quy Nhon,Active,,2026-07-21 12:09:00,1.0,1.0,0.0,0.0,4.0,4.0,2.411e+06,4.0,0.0,1.255e+06,1.0,2.8,3.0,0.0,,,1.0,True,Free,Active,21.3,1.0
2653,2654,M,Mien Trung,Hue,Active,,2026-07-27 16:31:00,2.0,1.0,0.0,0.0,1.0,0.0,5.038e+06,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,60.2,2.2
2654,2655,M,Mien Nam,Bien Hoa,Active,,2026-07-13 16:39:00,,,,,,,,,,,,,,,,,1.0,True,Free,Active,33.9,1.6
2655,2656,M,Mien Trung,Hue,Active,,2025-07-23 05:19:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Plus,Active,44.2,1.7
2656,2657,M,Mien Trung,Quy Nhon,Closed,2025-11-15,2025-11-12 23:07:00,1.0,1.0,1.0,0.0,1.0,1.0,2.478e+06,1.0,0.0,2.478e+06,1.0,4.1,5.0,0.0,4.0,1008.5,1.0,False,Premium,Cancelled,56.5,1.0
2657,2658,M,Mien Trung,Hue,Active,,2025-11-18 00:10:00,2.0,0.0,0.0,0.0,,,,,,,1.0,2.2,3.0,0.0,9.0,824.6666666666666,1.0,False,Plus,Cancelled,47.4,0.5
2658,2659,F,Mien Trung,Hue,Active,,2026-07-27 13:00:00,1.0,0.0,0.0,0.0,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Free,Active,56.4,0.9
2659,2660,M,Mien Trung,Hue,Active,,2026-07-29 18:25:00,,,,,,,,,,,,,,,,,1.0,True,Free,Active,61.5,0.0
2660,2661,F,Mien Trung,Da Nang,Closed,2026-07-04,2026-07-03 11:43:00,2.0,1.0,0.0,0.0,,,,,,,1.0,1.4,3.0,0.0,,,1.0,False,Free,Cancelled,51.1,1.9
2663,2664,F,Mien Nam,Ho Chi Minh,Active,,2026-07-27 13:42:00,3.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,55.3,0.4
2664,2665,M,Mien Trung,Quy Nhon,Active,,2026-07-19 08:46:00,1.0,0.0,0.0,0.0,1.0,1.0,422000.0,1.0,0.0,422000.0,,,,,,,1.0,True,Free,Active,57.5,0.9
2665,2666,F,Mien Nam,Vung Tau,Active,,2025-10-18 13:50:00,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,61.3,1.5
2666,2667,F,Mien Bac,Ha Noi,Active,,2026-07-09 07:50:00,2.0,1.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,50.7,2.3
2667,2668,F,Mien Trung,Vinh,Closed,2025-11-07,2025-11-07 03:46:00,7.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,False,Plus,Cancelled,24.5,1.1
2668,2669,M,Mien Trung,Quy Nhon,Active,,2026-06-19 05:51:00,7.0,2.0,0.0,0.0,5.0,2.0,2.2316e+06,3.0,0.0,4.782e+06,1.0,10.1,3.0,0.0,,,1.0,True,Free,Active,53.3,0.6
2669,2670,M,Mien Bac,Bac Ninh,Active,,2026-07-25 00:36:00,2.0,1.0,1.0,0.0,1.0,1.0,3.621e+06,1.0,0.0,3.621e+06,,,,,,,1.0,True,Free,Active,53.4,0.7
2670,2671,M,Mien Nam,Bien Hoa,Active,,2026-07-26 05:17:00,2.0,2.0,0.0,0.0,,,,2.0,0.0,99000.0,1.0,22.4,2.0,0.0,,,1.0,True,Plus,Active,57.4,0.6
2671,2672,M,Mien Bac,Ha Noi,Active,,2026-07-14 20:08:00,2.0,2.0,0.0,0.0,2.0,2.0,428000.0,3.0,0.0,208666.67,,,,,,,1.0,True,Plus,Active,38.3,1.6
2672,2673,F,Mien Trung,Da Nang,Active,,2026-07-20 15:18:00,,,,,7.0,5.0,2.3518572e+06,6.0,1.0,2.0996668e+06,,,,,,,1.0,True,Free,Active,18.3,1.0
2673,2674,F,Mien Nam,Can Tho,Active,,2026-06-26 02:02:00,2.0,0.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,22.4,1.0
2674,2675,M,Mien Bac,Quang Ninh,Active,,2026-07-23 11:15:00,5.0,2.0,2.0,0.0,5.0,5.0,2.1498e+06,6.0,1.0,1.2788334e+06,,,,,,,1.0,True,Plus,Active,20.2,1.2
2675,2676,F,Mien Nam,Ho Chi Minh,Active,,2024-11-20 14:04:00,,,,,,,,,,,,,,,,,,,,,24.8,2.4
2676,2677,M,Mien Nam,Long Xuyen,Active,,2026-07-23 18:18:00,3.0,0.0,0.0,0.0,3.0,3.0,2.948e+06,5.0,1.0,1.6902e+06,,,,,,,1.0,True,Plus,Active,60.6,0.6
2677,2678,F,Mien Trung,Quy Nhon,Active,,2026-07-04 21:31:00,4.0,1.0,1.0,0.0,2.0,2.0,616000.0,1.0,0.0,616000.0,,,,,,,1.0,True,Free,Active,62.4,0.7
2678,2679,M,Mien Nam,Long Xuyen,Closed,2026-06-19,2026-06-11 02:42:00,3.0,1.0,1.0,0.0,2.0,2.0,821000.0,2.0,0.0,821000.0,2.0,10.55,,2.0,3.0,955.6666666666666,1.0,True,Premium,Active,50.9,0.4
2679,2680,M,Mien Trung,Vinh,Active,,2024-05-05 01:27:00,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,44.2,1.9
2680,2681,F,Mien Bac,Bac Ninh,Active,,2026-07-07 05:25:00,3.0,0.0,0.0,0.0,6.0,4.0,1.6206666e+06,4.0,0.0,1.307e+06,,,,,,,1.0,True,Free,Active,57.3,0.2
2681,2682,M,Mien Nam,Vung Tau,Active,,2026-07-13 22:17:00,1.0,1.0,1.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Plus,Active,40.4,2.4
2682,2683,M,Mien Nam,Can Tho,Active,,2026-07-04 13:48:00,2.0,0.0,0.0,0.0,,,,,,,1.0,20.6,3.0,0.0,,,1.0,True,Free,Active,43.9,0.7
2683,2684,M,Mien Nam,Ho Chi Minh,Active,,2026-07-14 15:06:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,53.0,0.6
2684,2685,M,Mien Bac,Nam Dinh,Active,,2026-07-29 07:20:00,5.0,3.0,3.0,0.0,1.0,1.0,373000.0,3.0,0.0,190333.33,1.0,8.4,,1.0,,,1.0,True,Plus,Active,45.7,0.4
2685,2686,F,Mien Bac,Quang Ninh,Active,,2026-07-26 09:30:00,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,True,Plus,Active,25.7,0.1
2686,2687,M,Mien Trung,Hue,Active,,2026-07-29 21:06:00,2.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,22.8,2.4
2687,2688,M,Mien Nam,Bien Hoa,Active,,2026-07-29 02:20:00,1.0,1.0,0.0,0.0,2.0,0.0,3.428e+06,,,,,,,,,,1.0,True,Free,Active,21.7,2.0
2688,2689,F,Mien Bac,Ha Noi,Active,,2026-06-30 04:51:00,5.0,0.0,0.0,0.0,,,,,,,1.0,12.2,5.0,0.0,,,1.0,True,Free,Active,22.1,0.6
2689,2690,M,Mien Bac,Quang Ninh,Active,,2026-07-28 06:56:00,,,,,4.0,4.0,1.2055e+06,4.0,0.0,652250.0,,,,,,,1.0,True,Plus,Active,62.0,2.2
2690,2691,F,Mien Bac,Hai Phong,Active,,2026-07-29 06:13:00,2.0,1.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,45.5,1.0
2691,2692,M,Mien Bac,Ha Noi,Active,,2026-07-18 14:10:00,1.0,1.0,0.0,0.0,3.0,3.0,1.5976666e+06,5.0,0.0,998200.0,1.0,14.2,,1.0,,,1.0,True,Plus,Active,42.0,0.8
2692,2693,M,Mien Nam,Ho Chi Minh,Active,,2025-02-05 06:48:00,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,37.9,2.2
2693,2694,M,Mien Nam,Long Xuyen,Active,,2026-07-29 11:57:00,1.0,1.0,1.0,0.0,,,,2.0,1.0,249000.0,,,,,,,1.0,True,Premium,Active,25.4,2.3
